video_id,title,category_id,video_duration,tags_count,views,thumbnail_link,description_length,time_duration,published_at,subscribers,keyword,thumbnail_path,object_complexity,element_complexity,brightness,colorfulness
2DgwqjEzP88,【2ch面白いスレ】居酒屋店主ワイ、ノリで作ったオリジナルメニューが売れすぎて草 #2ch #料理 #5ch #なんj #飯テロ #居酒屋,24,60.0,11,2550907,https://i.ytimg.com/vi/2DgwqjEzP88/hqdefault.jpg,142,49,2025-05-28T10:30:01Z,38600,料理,thumbnails/2DgwqjEzP88.jpg,8,3,83.04806712962963,73.77096017934907
MpBMuP01ijw,ミニチュアおじさんのじゃがりこ作り#料理 #お菓子 #じゃがりこ #ミニチュア #ai,22,43.0,0,2343101,https://i.ytimg.com/vi/MpBMuP01ijw/hqdefault.jpg,0,55,2025-05-22T08:00:17Z,154000,料理,thumbnails/MpBMuP01ijw.jpg,5,2,77.19424189814815,71.10345911786281
I7OPviD-sWk,韓国の巨大クッションファンデ爆誕,22,55.0,0,10432499,https://i.ytimg.com/vi/I7OPviD-sWk/hqdefault.jpg,2,55,2025-05-22T08:28:01Z,166000,メイク,thumbnails/I7OPviD-sWk.jpg,2,1,44.02144675925926,38.14148731943624
5EqtyT3P3ns,1200万回越え？！ビッグコスメでメイク第二弾！！ #マリリン #makeup #asmr #アリエッティ,26,129.0,0,6527242,https://i.ytimg.com/vi/5EqtyT3P3ns/hqdefault.jpg,0,60,2025-05-17T09:11:27Z,1300000,メイク,thumbnails/5EqtyT3P3ns.jpg,6,2,91.54266782407409,23.405530416295427
MMaDt9FhtWU,シャイからシャインへ✨💄 リトルアーティストのエモーショナルメイクが物語るもの！#クリエイティブ #Shorts,26,32.0,23,8060779,https://i.ytimg.com/vi/MMaDt9FhtWU/hqdefault.jpg,580,51,2025-05-26T11:00:30Z,57600,メイク,thumbnails/MMaDt9FhtWU.jpg,2,1,89.61816550925926,65.58586522551303
UD7a8h_mWQk,このアイラインの引き方天才👏 #垢抜け #メイク,22,15.0,0,7352899,https://i.ytimg.com/vi/UD7a8h_mWQk/hqdefault.jpg,0,56,2025-05-21T12:01:03Z,32600,メイク,thumbnails/UD7a8h_mWQk.jpg,5,1,98.8301851851852,24.476716081201797
RPJv6yUcHGA,【神回】メイクで大変身！もはや絵画クオリティの顔面の作り方とは… #月曜から夜ふかし #夜更かし #切り抜き #爆笑 #爆笑シーン #お笑い #shorts,22,52.0,0,5465266,https://i.ytimg.com/vi/RPJv6yUcHGA/hqdefault.jpg,0,47,2025-05-30T09:00:46Z,64500,メイク,thumbnails/RPJv6yUcHGA.jpg,3,1,64.15342013888889,34.83181282955056
jZw4Xsvp6K8,夫が選んだコスメでメイクしたら、最後まさかの…        #shorts,26,60.0,3,4604606,https://i.ytimg.com/vi/jZw4Xsvp6K8/hqdefault.jpg,1146,41,2025-06-05T11:41:42Z,1450000,メイク,thumbnails/jZw4Xsvp6K8.jpg,8,3,84.85582175925926,31.77035870310887
o_n05DD6LL8,コメント通りにメイクしてみた,24,42.0,0,4857056,https://i.ytimg.com/vi/o_n05DD6LL8/hqdefault.jpg,0,42,2025-06-04T03:00:55Z,175000,メイク,thumbnails/o_n05DD6LL8.jpg,5,3,52.24602430555556,26.15455376208944
xwq5N_WQkx8,また夫の選んだコスメでメイクしたら、最後に…              #shorts,26,60.0,2,4322868,https://i.ytimg.com/vi/xwq5N_WQkx8/hqdefault.jpg,1146,35,2025-06-11T09:55:53Z,1450000,メイク,thumbnails/xwq5N_WQkx8.jpg,2,1,91.56570601851853,35.13781792106755
Te6yDuU7158,“儚さ100%メイク”で、甘くて切ない顔になれるらしい💄,24,176.0,0,4082018,https://i.ytimg.com/vi/Te6yDuU7158/hqdefault.jpg,0,34,2025-06-12T12:45:52Z,1160000,メイク,thumbnails/Te6yDuU7158.jpg,5,1,78.34576388888888,24.93176819080545
EiKmd9bTntM,MAKE DO STITCH💙 Aprovada? #shorts,22,41.0,0,3707816,https://i.ytimg.com/vi/EiKmd9bTntM/hqdefault.jpg,0,50,2025-05-26T21:25:33Z,5760000,メイク,thumbnails/EiKmd9bTntM.jpg,2,1,77.02846643518518,40.578898250345986
_DNw33S2c4U,やっぱギャルしか勝たん🥺#GAL #メイク #アニメ #ショートアニメ #animation,22,17.0,0,4100589,https://i.ytimg.com/vi/_DNw33S2c4U/hqdefault.jpg,0,48,2025-05-29T11:01:03Z,64000,メイク,thumbnails/_DNw33S2c4U.jpg,0,0,142.6628125,13.492705623707064
tFn65C6y3v0,話題の日焼けキティコスメが可愛すぎる〜‼️‼️😍💖💖💖,22,134.0,0,3177877,https://i.ytimg.com/vi/tFn65C6y3v0/hqdefault.jpg,0,61,2025-05-16T11:10:02Z,366000,メイク,thumbnails/tFn65C6y3v0.jpg,4,4,91.32881944444443,62.25155357671884
q3j80tUZX5E,メイクパフ洗うのはブラシより時間かかる #beauty #美容 #makeup #メイク,22,61.0,0,3437323,https://i.ytimg.com/vi/q3j80tUZX5E/hqdefault.jpg,0,59,2025-05-18T11:18:42Z,6300,メイク,thumbnails/q3j80tUZX5E.jpg,2,2,68.92381365740741,28.281000045444237
kmoxsKxquHE,"最近流行りの""レースメイク""を試してみたら…                #shorts",26,60.0,2,3108953,https://i.ytimg.com/vi/kmoxsKxquHE/hqdefault.jpg,1144,54,2025-05-23T10:54:40Z,1450000,メイク,thumbnails/kmoxsKxquHE.jpg,3,1,101.73269675925926,27.03896344151584
ZkSgY4Crwgw,お父さんすご女装したら絶対美人w #shorts #メイク #おすすめ,24,52.0,0,2988549,https://i.ytimg.com/vi/ZkSgY4Crwgw/hqdefault.jpg,0,37,2025-06-09T10:01:02Z,146000,メイク,thumbnails/ZkSgY4Crwgw.jpg,4,3,85.99314236111111,32.55090036216019
_-gC8m4D8Sw,NARUTOサクラメイクがレベチwwwwwwwwwww #マリリン #makeup #asmr,26,127.0,0,3373205,https://i.ytimg.com/vi/_-gC8m4D8Sw/hqdefault.jpg,0,56,2025-05-21T11:23:03Z,1300000,メイク,thumbnails/_-gC8m4D8Sw.jpg,5,3,75.48436921296296,28.111655602360564
nJPmfF8nIa0,素肌感があるのに、しっかりカバーしてくれる。うるおい仕立ての美容液クッションファンデーションをご紹介🩵 これ、キレイになれるよ👀✨使用色はSF01です🫶 #神崎恵 #美容 #shorts,22,57.0,13,1807903,https://i.ytimg.com/vi/nJPmfF8nIa0/hqdefault.jpg,441,46,2025-05-31T11:01:29Z,177000,メイク,thumbnails/nJPmfF8nIa0.jpg,1,1,92.7388136574074,16.38056063848825
LuZ4-z002Tg,キャンメイクのクリームチークにミニパフ入れたら可愛すぎた！！！,26,60.0,0,2578193,https://i.ytimg.com/vi/LuZ4-z002Tg/hqdefault.jpg,68,55,2025-05-22T08:00:32Z,1430000,メイク,thumbnails/LuZ4-z002Tg.jpg,5,1,121.3495138888889,32.267262949503724
3Gq38g_b9vM,広告のアイラインスタンプって本当なの〜？？？,26,60.0,0,3580779,https://i.ytimg.com/vi/3Gq38g_b9vM/hqdefault.jpg,63,38,2025-06-08T08:00:04Z,1430000,メイク,thumbnails/3Gq38g_b9vM.jpg,6,2,91.09721064814816,53.48395730243236
2GQkzWfrPg8,アニメ『えぶりでいホスト』７杯目「メイクの達人」,22,211.0,0,1684586,https://i.ytimg.com/vi/2GQkzWfrPg8/hqdefault.jpg,613,53,2025-05-24T16:00:06Z,166000,メイク,thumbnails/2GQkzWfrPg8.jpg,1,1,131.07078703703704,63.63536184736431
lhCiI9U3LrE,デカ目メイク,24,27.0,0,3225293,https://i.ytimg.com/vi/lhCiI9U3LrE/hqdefault.jpg,0,43,2025-06-03T11:01:23Z,175000,メイク,thumbnails/lhCiI9U3LrE.jpg,0,0,60.86855324074074,27.81782790980126
nS9S4ikpuKU,人生初のピアス開けにチャレンジ！！,26,60.0,0,2649462,https://i.ytimg.com/vi/nS9S4ikpuKU/hqdefault.jpg,32,44,2025-06-02T08:00:51Z,1430000,メイク,thumbnails/nS9S4ikpuKU.jpg,7,2,83.9747974537037,42.350795767588394
nTxTTZ0QLrI,櫻坂46『Make or Break』MUSIC VIDEO,10,255.0,7,1592209,https://i.ytimg.com/vi/nTxTTZ0QLrI/hqdefault.jpg,2343,36,2025-06-10T13:00:07Z,1200000,メイク,thumbnails/nTxTTZ0QLrI.jpg,2,1,50.997065972222224,37.38314874236903
_ssTv0ZVNWI,一番ひどかった特殊メイク,1,46.0,0,2694483,https://i.ytimg.com/vi/_ssTv0ZVNWI/hqdefault.jpg,65,49,2025-05-28T10:30:21Z,39900,メイク,thumbnails/_ssTv0ZVNWI.jpg,2,1,89.03982060185186,62.84001900792899
ZV0HnNgvch4,デート中でも鳥肌立つほどキモすごい私の夫。　　　　　#shorts,26,60.0,1,2866544,https://i.ytimg.com/vi/ZV0HnNgvch4/hqdefault.jpg,1144,49,2025-05-28T09:24:53Z,1450000,メイク,thumbnails/ZV0HnNgvch4.jpg,5,3,84.81194444444445,28.259443559034224
rzahEdATQaw,妹にギャルメイクしてもらう🩷💞,26,79.0,0,2360641,https://i.ytimg.com/vi/rzahEdATQaw/hqdefault.jpg,0,57,2025-05-20T09:01:13Z,353000,メイク,thumbnails/rzahEdATQaw.jpg,4,1,92.55976273148148,43.28132536418854
sRIDWgDGh8Y,"男が騙される""泣き顔メイク""で夫の帰りを待ってみたら…　　　　　#shorts",26,60.0,2,2331571,https://i.ytimg.com/vi/sRIDWgDGh8Y/hqdefault.jpg,1144,55,2025-05-22T12:03:05Z,1450000,メイク,thumbnails/sRIDWgDGh8Y.jpg,5,2,73.20047453703704,29.652699168816387
y69CSlynlcQ,流石にこれ天才すぎるし、完璧に似合わせるぼくもまた天才,22,58.0,0,2243117,https://i.ytimg.com/vi/y69CSlynlcQ/hqdefault.jpg,0,54,2025-05-23T11:01:55Z,408000,メイク,thumbnails/y69CSlynlcQ.jpg,6,2,78.24826388888889,23.0960744639198
hFA4cVDjJNw,"NiziU(ニジュ)のKilling Voiceをライブで！- Make you happy, Step and a step, Take a picture, SWEET N & more",10,1429.0,25,1506062,https://i.ytimg.com/vi/hFA4cVDjJNw/hqdefault.jpg,846,50,2025-05-27T10:01:08Z,32500,メイク,thumbnails/hFA4cVDjJNw.jpg,12,2,135.983125,58.20012308723256
zQYzT0koX9U,"""美人すぎるあの人""に似てると言われたのですが…           #shorts",26,60.0,2,2503887,https://i.ytimg.com/vi/zQYzT0koX9U/hqdefault.jpg,1178,60,2025-05-17T11:34:32Z,1450000,メイク,thumbnails/zQYzT0koX9U.jpg,3,2,78.57125,25.018643141575097
2J4XFHFNDZs,ポーチに常備！KPOPアイドルが愛用する日本コスメ#ツキ #kpop #billlie #izone #クォンウンビ,24,40.0,0,2614418,https://i.ytimg.com/vi/2J4XFHFNDZs/hqdefault.jpg,0,41,2025-06-05T03:00:06Z,5040,メイク,thumbnails/2J4XFHFNDZs.jpg,2,1,83.38010416666667,36.91865593885505
E-UEQTsrePE,私の顔についてこんなコメントが来たので…        #shorts,26,60.0,2,2409315,https://i.ytimg.com/vi/E-UEQTsrePE/hqdefault.jpg,1144,53,2025-05-24T11:47:24Z,1450000,メイク,thumbnails/E-UEQTsrePE.jpg,2,1,96.1350636574074,25.520179672182543
CEs0TMwTA2k,これどう使うの？ 黒ティント、まさかのクロミメイクwwwww🖤,22,51.0,0,2416910,https://i.ytimg.com/vi/CEs0TMwTA2k/hqdefault.jpg,0,54,2025-05-23T12:01:32Z,38200,メイク,thumbnails/CEs0TMwTA2k.jpg,4,1,88.83304976851852,14.268425328402245
qYOgKOhgWcY,make a ✨JUMBO✨ lip gloss with me out of expired elf halo glow #shorts #makeup,22,181.0,0,2254876,https://i.ytimg.com/vi/qYOgKOhgWcY/hqdefault.jpg,0,59,2025-05-17T23:44:28Z,118000,メイク,thumbnails/qYOgKOhgWcY.jpg,2,1,71.83451388888889,30.367607409848787
OkE9yykV02I,初めて100重のメイクを落としたそうです💄😱。,22,18.0,0,2343062,https://i.ytimg.com/vi/OkE9yykV02I/hqdefault.jpg,178,61,2025-05-16T18:00:20Z,23800,メイク,thumbnails/OkE9yykV02I.jpg,3,1,60.38685185185185,62.52692712843634
VtApdNBP8bM,お風呂上がりとちゃうわ！パーティーいくんや！ #マリリン #美容 #asmr,26,162.0,0,2166733,https://i.ytimg.com/vi/VtApdNBP8bM/hqdefault.jpg,0,40,2025-06-06T12:25:25Z,1300000,メイク,thumbnails/VtApdNBP8bM.jpg,4,2,79.2050462962963,32.96216700573561
zVAOMCAw0qc,容赦のない友人が薬屋のひとりごとASMRをやってくれました,26,60.0,0,1952461,https://i.ytimg.com/vi/zVAOMCAw0qc/hqdefault.jpg,84,41,2025-06-05T08:01:10Z,1430000,メイク,thumbnails/zVAOMCAw0qc.jpg,5,2,98.16107060185185,30.49708231475193
eTTMRhvCPqg,"Jumbo elf, make up tutorial",22,170.0,0,1670081,https://i.ytimg.com/vi/eTTMRhvCPqg/hqdefault.jpg,0,35,2025-06-11T16:35:00Z,314000,メイク,thumbnails/eTTMRhvCPqg.jpg,5,2,68.37655092592593,38.437102116713014
1N9ULJdyVnU,参考になるわけない毎日メイク　#メイク #コスメ,22,27.0,0,2333571,https://i.ytimg.com/vi/1N9ULJdyVnU/hqdefault.jpg,0,31,2025-06-15T10:00:02Z,1310,メイク,thumbnails/1N9ULJdyVnU.jpg,1,1,41.22150462962963,22.718017499548942
Ocvl2NeAUn4,主婦がディズニーの白雪姫メイクをしたら夫が…          #shorts,26,60.0,4,2153568,https://i.ytimg.com/vi/Ocvl2NeAUn4/hqdefault.jpg,1146,39,2025-06-07T09:40:20Z,1450000,メイク,thumbnails/Ocvl2NeAUn4.jpg,3,1,75.00035300925926,46.71582764973122
2I7V3fSzuZo,ドッペルゲンガー、三姉妹メイク,24,47.0,0,1798676,https://i.ytimg.com/vi/2I7V3fSzuZo/hqdefault.jpg,0,56,2025-05-21T03:00:02Z,175000,メイク,thumbnails/2I7V3fSzuZo.jpg,3,2,51.77223958333333,26.38243429493909
31JWPdqD5XM,"主婦が""強すぎる女メイク""をしたら夫が…      　　　　  #shorts",26,60.0,2,2290926,https://i.ytimg.com/vi/31JWPdqD5XM/hqdefault.jpg,1146,32,2025-06-14T10:40:18Z,1450000,メイク,thumbnails/31JWPdqD5XM.jpg,3,1,84.50555555555556,34.28671328737996
npXRxIne05E,アイプランパー、これ本当!?,24,26.0,0,1767590,https://i.ytimg.com/vi/npXRxIne05E/hqdefault.jpg,0,53,2025-05-24T11:01:22Z,175000,メイク,thumbnails/npXRxIne05E.jpg,1,1,65.17029513888889,20.98947220005997
HQc1ITHGODU,腹筋地獄トレーニング #韓国 #バズ #宅トレ #ダイエット #ボディメイク #垢抜け #楽しく #shorts,22,18.0,0,2759682,https://i.ytimg.com/vi/HQc1ITHGODU/hqdefault.jpg,57,53,2025-05-24T10:46:07Z,14500,メイク,thumbnails/HQc1ITHGODU.jpg,5,1,120.81653356481482,18.35897009553332
NOYrS1o6Q00,驚きの毛穴カバーメイク,24,38.0,0,1756189,https://i.ytimg.com/vi/NOYrS1o6Q00/hqdefault.jpg,0,60,2025-05-17T11:00:39Z,175000,メイク,thumbnails/NOYrS1o6Q00.jpg,2,2,65.1465798611111,28.83837788460472
LhqkJ_zVRUk,今しか出来ないあのキャラクターになるｿﾞ‼️#shorts #メイク #makeup #makeuptutorial #ベティ #bettyboop #モノマネ #ものまねメイク #おすすめ,22,58.0,0,1612254,https://i.ytimg.com/vi/LhqkJ_zVRUk/hqdefault.jpg,0,49,2025-05-28T12:13:37Z,19700,メイク,thumbnails/LhqkJ_zVRUk.jpg,4,2,98.32735532407408,22.731171530947197
HWjOpx4mqBE,ガチ時間ない爆速30分GRWM💦,26,63.0,0,2261362,https://i.ytimg.com/vi/HWjOpx4mqBE/hqdefault.jpg,0,53,2025-05-24T10:27:34Z,887000,メイク,thumbnails/HWjOpx4mqBE.jpg,4,2,88.91402199074074,34.11027392523819
kc-Sat5CPo8,AIの指示通りにメイクしてみた,24,43.0,0,1679529,https://i.ytimg.com/vi/kc-Sat5CPo8/hqdefault.jpg,0,56,2025-05-21T11:01:26Z,175000,メイク,thumbnails/kc-Sat5CPo8.jpg,4,2,48.98498842592593,25.565151528456752
IKg6glIG5TM,夫にド派手なドラァグクイーンメイクしてみたら衝撃の結果に…！！,26,60.0,0,1837693,https://i.ytimg.com/vi/IKg6glIG5TM/hqdefault.jpg,73,57,2025-05-20T08:00:32Z,1430000,メイク,thumbnails/IKg6glIG5TM.jpg,4,1,104.1614525462963,21.4209388758065
4eZ9tdJsddA,頭皮専用ティントが画期的すぎた！！！,26,60.0,0,1831178,https://i.ytimg.com/vi/4eZ9tdJsddA/hqdefault.jpg,62,37,2025-06-09T08:00:03Z,1430000,メイク,thumbnails/4eZ9tdJsddA.jpg,6,1,75.51069444444444,36.32916354588403
c2ukL_zjFCk,Extreme Helmet Game,24,32.0,0,152060900,https://i.ytimg.com/vi/c2ukL_zjFCk/hqdefault.jpg,0,49,2025-05-28T16:00:19Z,414000000,ゲーム,thumbnails/c2ukL_zjFCk.jpg,4,1,77.38568287037037,52.2223908139538
ESIG1fnuBVM,🤔A security guard is coming.....Can the Ballerina Capuchina escape? #games #gameplay #funny,20,21.0,1,62244503,https://i.ytimg.com/vi/ESIG1fnuBVM/hqdefault.jpg,91,45,2025-06-01T12:00:33Z,1080000,ゲーム,thumbnails/ESIG1fnuBVM.jpg,3,2,52.70506365740741,44.81148348270661
y5zHeLK97Ec,If ROBLOX Had Post Game Interviews 3,20,75.0,16,22885328,https://i.ytimg.com/vi/y5zHeLK97Ec/hqdefault.jpg,357,30,2025-06-15T19:45:01Z,7780000,ゲーム,thumbnails/y5zHeLK97Ec.jpg,6,1,54.85949652777778,25.364424365153724
M0GCr2P9510,Dying Light: The Beast — Gameplay Premiere Trailer | Summer Game Fest 2025,20,123.0,23,10990072,https://i.ytimg.com/vi/M0GCr2P9510/hqdefault.jpg,583,39,2025-06-06T22:09:41Z,513000,ゲーム,thumbnails/M0GCr2P9510.jpg,2,1,40.02171875,22.811548858383247
7tYgY5G8g8c,マジで目が痛すぎる #shorts #マインクラフト #マイクラ,20,10.0,2,18104592,https://i.ytimg.com/vi/7tYgY5G8g8c/hqdefault.jpg,242,36,2025-06-10T07:00:07Z,132000,ゲーム,thumbnails/7tYgY5G8g8c.jpg,0,0,53.51642939814815,13.673720900075194
-0F0ytjPE6Y,これは入れる？ #shorts #マインクラフト #マイクラ,20,12.0,2,16486202,https://i.ytimg.com/vi/-0F0ytjPE6Y/hqdefault.jpg,242,43,2025-06-03T07:00:01Z,132000,ゲーム,thumbnails/-0F0ytjPE6Y.jpg,0,0,64.0361574074074,20.795356805588305
bRWphUaRW1w,【スイッチ２】スイッチにスイッチ2のソフトを入れると…【Nintendo Switch 2】,24,57.0,0,10455964,https://i.ytimg.com/vi/bRWphUaRW1w/hqdefault.jpg,162,38,2025-06-08T00:00:40Z,232000,ゲーム,thumbnails/bRWphUaRW1w.jpg,5,3,97.20115162037035,21.57951791825947
JOvXfw8b_WY,Find the Soda Fast! #game #family #soda #roulette,24,76.0,0,9958560,https://i.ytimg.com/vi/JOvXfw8b_WY/hqdefault.jpg,0,48,2025-05-28T23:00:18Z,1390000,ゲーム,thumbnails/JOvXfw8b_WY.jpg,9,4,77.82731481481481,41.14484243295483
2ZUKktohcIc,未だにサービス終了してなくて驚いたゲームTOP8 #ランキング,22,57.0,0,8275715,https://i.ytimg.com/vi/2ZUKktohcIc/hqdefault.jpg,0,51,2025-05-26T03:00:03Z,36200,ゲーム,thumbnails/2ZUKktohcIc.jpg,1,1,83.98549768518518,82.25664155819831
bHvKNfqw9xc,友情すぎる隠れ方 #shorts  #prophunt #かくれんぼ #cod,20,64.0,13,10578705,https://i.ytimg.com/vi/bHvKNfqw9xc/hqdefault.jpg,387,37,2025-06-09T11:45:19Z,155000,ゲーム,thumbnails/bHvKNfqw9xc.jpg,0,0,80.7062962962963,21.44591903889136
M2sexKEmOcA,豚かどうか見分けるリズム遊びを作りました #パンパンゲーム続編,10,33.0,0,8782679,https://i.ytimg.com/vi/M2sexKEmOcA/hqdefault.jpg,0,54,2025-05-23T09:30:12Z,93200,ゲーム,thumbnails/M2sexKEmOcA.jpg,7,2,90.82644097222222,30.97648221231511
bLlqGBiI2WE,Squid Game: Season 3 | Official Trailer | Netflix [ENG SUB],24,118.0,37,4405326,https://i.ytimg.com/vi/bLlqGBiI2WE/hqdefault.jpg,2087,45,2025-06-01T00:20:10Z,5540000,ゲーム,thumbnails/bLlqGBiI2WE.jpg,1,1,49.50837962962963,60.297722256771536
JOel2D8PCSo,恐怖すぎるシード値4個 #shorts #マインクラフト #マイクラ,20,11.0,2,11702153,https://i.ytimg.com/vi/JOel2D8PCSo/hqdefault.jpg,242,60,2025-05-17T00:38:36Z,132000,ゲーム,thumbnails/JOel2D8PCSo.jpg,0,0,52.35249421296297,25.84647937595225
V0xNAdQ_rlc,pewdiepieがの日本のゲームに挑戦,20,77.0,8,7049441,https://i.ytimg.com/vi/V0xNAdQ_rlc/hqdefault.jpg,87,53,2025-05-24T02:16:59Z,4280,ゲーム,thumbnails/V0xNAdQ_rlc.jpg,1,1,29.19656828703704,29.29274075540726
AVyAyam-9PM,触る？触らない？親友に恐怖の選択ゲームやらせてみたww,22,60.0,0,5740244,https://i.ytimg.com/vi/AVyAyam-9PM/hqdefault.jpg,97,52,2025-05-25T15:50:58Z,2630000,ゲーム,thumbnails/AVyAyam-9PM.jpg,5,3,76.98365162037037,18.71287525552752
VTm3RmtT86U,マリカー新作の「ウシ」のケツが汚すぎて話題になっている#ゲーム雑学 #任天堂 #マリカー,20,49.0,0,5532218,https://i.ytimg.com/vi/VTm3RmtT86U/hqdefault.jpg,0,31,2025-06-15T09:30:15Z,146000,ゲーム,thumbnails/VTm3RmtT86U.jpg,1,1,124.1468460648148,24.118415403503725
fEw8Blsmuvs,パンパンゲームの続編をつくりました,10,32.0,0,6496663,https://i.ytimg.com/vi/fEw8Blsmuvs/hqdefault.jpg,0,45,2025-06-01T10:01:04Z,93200,ゲーム,thumbnails/fEw8Blsmuvs.jpg,6,5,93.1966724537037,43.2172669016972
cmVoK5xwP5g,Age of Apes Ads Review New Level Monkey Mayhem 🍌🐵 #games #gaming #funny,20,36.0,0,7186381,https://i.ytimg.com/vi/cmVoK5xwP5g/hqdefault.jpg,0,60,2025-05-17T04:00:43Z,5400000,ゲーム,thumbnails/cmVoK5xwP5g.jpg,1,1,58.6704224537037,31.994551381242317
62mv0FpxRmI,運動エネルギーの違い #shorts #マインクラフト #マイクラ,20,18.0,2,7164610,https://i.ytimg.com/vi/62mv0FpxRmI/hqdefault.jpg,242,35,2025-06-11T07:00:14Z,132000,ゲーム,thumbnails/62mv0FpxRmI.jpg,0,0,46.18660300925926,25.78950899065807
OAw4YF_s38U,【工作】ピノの空き箱でガチャガチャが作れるらしい！#日本一怒らない社長,24,53.0,0,6272992,https://i.ytimg.com/vi/OAw4YF_s38U/hqdefault.jpg,567,45,2025-06-01T11:00:37Z,542000,ゲーム,thumbnails/OAw4YF_s38U.jpg,5,2,84.03524305555555,57.34936280308701
uZwhoM7wmQQ,地球アイスがうますぎた🌏 #shorts,24,70.0,3,5357406,https://i.ytimg.com/vi/uZwhoM7wmQQ/hqdefault.jpg,145,58,2025-05-19T10:07:57Z,1460000,ゲーム,thumbnails/uZwhoM7wmQQ.jpg,6,3,60.838865740740744,46.621725027100965
Qu00ZXp1R5M,誰もが待ち望んだ完全新作ゲーム『 たまごっちのプチプチおみせっち おまちど～さま！ 』,20,7464.0,12,3207435,https://i.ytimg.com/vi/Qu00ZXp1R5M/hqdefault.jpg,670,31,2025-06-15T08:30:26Z,5360000,ゲーム,thumbnails/Qu00ZXp1R5M.jpg,2,2,135.66491319444444,96.84363686027304
DAMk6fcrubw,12年前に大流行した超名作ゲーム『 トモダチコレクション 』～衝撃～,20,4843.0,11,3130860,https://i.ytimg.com/vi/DAMk6fcrubw/hqdefault.jpg,610,59,2025-05-18T08:16:04Z,5360000,ゲーム,thumbnails/DAMk6fcrubw.jpg,1,1,82.97741319444444,88.42736677282333
hheUvbQWDDg,【4人実況】世界で今一番人気の面白すぎるホラーゲーム『 R.E.P.O. 』,20,7482.0,15,3050727,https://i.ytimg.com/vi/hheUvbQWDDg/hqdefault.jpg,627,47,2025-05-30T09:22:02Z,5360000,ゲーム,thumbnails/hheUvbQWDDg.jpg,0,0,32.63904513888889,59.59046303638931
eDQAOHGzt7Y,Squid Game Season 3 Predictions #squidgame #thanos #shorts,22,12.0,0,7429146,https://i.ytimg.com/vi/eDQAOHGzt7Y/hqdefault.jpg,0,50,2025-05-27T15:45:04Z,1840000,ゲーム,thumbnails/eDQAOHGzt7Y.jpg,10,1,28.229479166666668,70.70990570800724
H1Fjsr3vTrc,Fully 3D Printed #IronMan #Rivals Armor Suit #Marvel #Game Amazing #Cosplay Build #Do3D #3DPrinting,2,30.0,0,5642007,https://i.ytimg.com/vi/H1Fjsr3vTrc/hqdefault.jpg,278,59,2025-05-17T19:56:25Z,756000,ゲーム,thumbnails/H1Fjsr3vTrc.jpg,5,3,70.26526041666666,22.953041769151017
_BHrE6OMRZw,99%の人が開けれない宝箱…😱【フォートナイト】,20,70.0,0,5655672,https://i.ytimg.com/vi/_BHrE6OMRZw/hqdefault.jpg,0,37,2025-06-09T08:16:18Z,1260000,ゲーム,thumbnails/_BHrE6OMRZw.jpg,1,1,68.55890046296297,33.68215140627288
WCENIfl07qI,Age of Apes Ads Review New Level Survival of Apes🍌🐵 #games #gaming #funny,20,37.0,0,4717038,https://i.ytimg.com/vi/WCENIfl07qI/hqdefault.jpg,0,32,2025-06-14T08:00:35Z,5400000,ゲーム,thumbnails/WCENIfl07qI.jpg,0,0,93.06484953703703,70.99296964493196
nbJ7k5CfIqM,Age of Apes Ads Review New Level Monkey War Begins 🍌🐵 #games #gaming #funny,20,24.0,0,5535371,https://i.ytimg.com/vi/nbJ7k5CfIqM/hqdefault.jpg,0,60,2025-05-17T12:10:24Z,5400000,ゲーム,thumbnails/nbJ7k5CfIqM.jpg,5,1,92.75229166666666,55.386951603554635
tjZgxcaFvXo,スマホ高速回転させながら正確な円を描くゲームやったら100.0%達成できるのか　#高速回転界隈 #3dプリンター #shorts,24,60.0,0,4329442,https://i.ytimg.com/vi/tjZgxcaFvXo/hqdefault.jpg,0,54,2025-05-23T11:01:38Z,226000,ゲーム,thumbnails/tjZgxcaFvXo.jpg,3,2,61.341458333333335,19.2366590394673
QcEwOP8rWio,【歌って答えて】2025年5月TikTok人気曲ランキングTOP10！,10,59.0,9,4094733,https://i.ytimg.com/vi/QcEwOP8rWio/hqdefault.jpg,1192,42,2025-06-04T09:00:42Z,569000,ゲーム,thumbnails/QcEwOP8rWio.jpg,1,1,81.30655092592593,50.57629899896358
qfADkw8WMDU,これはヤバいシード値  #shorts #マインクラフト #マイクラ,20,10.0,2,6868303,https://i.ytimg.com/vi/qfADkw8WMDU/hqdefault.jpg,242,59,2025-05-18T00:30:44Z,132000,ゲーム,thumbnails/qfADkw8WMDU.jpg,1,1,30.498310185185183,12.05658596415685
_sGxkfIXq78,トゥントゥントゥンサフールから隠れて‼️#クイズ #ゲーム #暇つぶし #ミーム #ホラー #shorts,20,59.0,0,4513662,https://i.ytimg.com/vi/_sGxkfIXq78/hqdefault.jpg,0,50,2025-05-27T07:30:16Z,216000,ゲーム,thumbnails/_sGxkfIXq78.jpg,2,2,63.760740740740744,45.16645261102646
